x	y	z
2.582364143566236	4.29063369916258	5.007808114371611
19.757071487101626	7.428507503447679	21.10745359997796
14.974800089366882	16.44481994158284	22.241329560698098
2.7860115782208905	17.650967975075034	17.869486029852826
14.825234485206	13.970072977694201	20.370334227583086
4.572428341370363	11.299012710776374	12.1891258577165
4.814826294049707	12.118459130345538	13.039923463568625
1.2154759766411938	14.100502849109999	14.152793450324605
18.989325896328566	16.25755921885402	24.9980545193325
1.6012474667415	0.16234078652513917	1.609455802659915
19.601155425569875	4.90537097477505	20.2056417472327
7.302369177210172	2.513804597182079	7.722940447335
10.895553866704102	19.369909545494025	22.224007061348573
12.199344742446511	14.6066402845148	19.03097350495418
5.695266950133016	0.07110056402275688	5.695710747877017
17.236770184480257	5.137430439842808	17.98609012311489
10.721199668891684	10.982676212717857	15.34807151187542
6.393186989245829	18.25019418848388	19.337591054648794
6.431660171888756	16.56916356218932	17.77367248818438
3.6419979675404357	3.9168208863114318	5.3484236042981985
0.9683528857437596	13.62099580584195	13.655373815977805
2.627871924801899	3.5807878906238577	4.4415934945468045
8.806731020170071	10.619340202233005	13.795973963167222
16.933871868751595	18.7900284564237	25.294686909715033
1.2315771139562814	2.3232331074278423	2.6294855502682863
10.263007367013625	3.1118775090262174	10.724416154111102
5.849996229787484	19.445446554618833	20.306349932892054
8.271067493830056	9.294333947518593	12.441671954182395
0.07503591221451833	8.435897695131453	8.436231404534018
12.077246430800601	3.939562509485308	12.703544155723947
3.1322427756978444	18.376960869824362	18.64198582815058
16.95510185639819	9.921832339386075	19.64480175343403
9.743180660455764	10.13073904237012	14.055655193795893
14.897515808262238	15.542345574849204	21.529061364245724
19.408701606510178	3.615845449439248	19.74264512077298
14.6534093383863	13.485036069476743	19.914030306128282
7.828047696119014	9.880069867793333	12.605320754554084
17.144162258576742	11.813006263800865	20.81992835090951
16.474184348009636	19.397830014208	25.44945105876185
1.7380000900405856	2.6364396883102414	3.157761634936761
7.466423800541964	14.812865098553736	16.588202337723363
14.716727338763537	5.8204218071108205	15.82590830177533
14.850693171701273	19.569576846491458	24.5664695394098
0.053575094054605366	8.89485406149237	8.895015405605
16.723095049224316	2.909553945339858	16.97431625091961
1.0435298435257678	3.351433835809361	3.5101372181350348
12.420946970578425	11.83494057057078	17.156507277265487
1.1886790550960913	9.377944499303908	9.452978415718961
7.861223856913271	18.61124407760639	20.203396908558254
9.861377705748694	12.241211810278154	15.719225071215526
4.376544553869937	18.494486716811615	19.005267194920723
8.22655677763062	12.47817926267535	14.94594239675242
17.303953132637734	11.734452474429764	20.907514651224666
8.224912105936026	15.527601899582553	17.571442738212838
7.048918722629887	10.134343598108602	12.34472256969621
7.5374347494375	14.282075378270001	16.14901234480345
19.612106730883056	19.05910020666517	27.34746845891321
16.797694441770425	12.009663230393263	20.649323220545146
8.0541083850252	4.373902985664062	9.165134434678754
11.410819987660137	11.196570384250952	15.986556888844753
14.085355808278162	4.856399423007383	14.899055795639596
19.290562551161884	9.852983706130656	21.661188597433092
18.615246465826182	4.552865864144131	19.163924143043957
0.5912656908127412	11.89865787619815	11.91333934595773
0.5579545134288932	14.468380720845753	14.479135123424905
6.114929691792737	17.09237375349389	18.153280851259236
5.251832254630509	11.429317960592215	12.57819744936027
1.5815714676881765	15.757859909028687	15.837029936827767
16.242729805761535	7.671781493814391	17.96336557641154
18.300258691139987	9.81670688423792	20.766973833798914
11.80184985112935	6.076989880535626	13.274542022862194
8.02493427402796	19.492180112208743	21.079484235371005
11.745319816342572	10.142413788335416	15.518411485779911
4.502539937162973	0.3243723782053065	4.514209047606249
6.4917259883793	13.26241070743759	14.76597589328096
14.031507851633906	13.199679109442751	19.26433858669234
9.76340796496235	12.175965111308138	15.606993992504876
4.584898376813118	2.732742469070213	5.33752513136599
19.974231571828014	7.588702224153554	21.367225564679288
13.148284003930133	11.28636074755758	17.327992127537843
18.103483032116905	14.629697948923434	23.27582780420235
11.978548509771391	5.879991846520727	13.343909791215491
3.7121706322424997	1.9909635084078547	4.212380146033285
2.591288274238759	6.024691935150594	6.5583296527146215
6.091398065980965	19.85218480454356	20.76570181602314
13.395230978365847	7.235686841061117	15.224564920735077
12.860438669501132	10.476355311195025	16.587492377644196
5.9595789951194655	16.994764585087495	18.00940324112971
16.689186539396054	17.869244339058763	24.45074315017321
4.704855420500229	13.83720165057797	14.615191208005733
8.02384350343436	18.86627916383514	20.501671981947368
10.062177766680033	17.343456103760268	20.051007232339458
4.219185871673979	15.981272516642825	16.52884147999903
14.83150495205715	8.560290655544376	17.12460555021038
18.943441593584218	19.265809065023088	27.018981815373103
4.546976281516184	10.760811657823112	11.68204009750919
1.0927774625708198	4.582403807540416	4.710900894527884
15.171773393278539	4.311152154692568	15.772404407632495
16.55951556671448	16.041565812197696	23.055354898837038
16.88579570469547	12.46062536734258	20.985644644041162
