162.96540880503144	1570.649371
348.40880503144655	1598.746855
480.4669811320755	1553.790881
393.36477987421387	1444.210692
370.8867924528302	1067.704403
47.765723270440255	918.7877358
89.9119496855346	359.6477987
56.19496855345913	241.6383648
261.3066037735849	387.745283
547.9009433962265	185.4433962
663.1006289308176	393.3647799
781.1100628930818	778.3003145
786.7295597484277	859.7830189
823.2562893081762	989.0314465
930.0267295597484	944.0754717
1019.9386792452831	744.5833333
1028.367924528302	674.3396226
1028.367924528302	550.7106918
871.0220125786165	466.418239
1050.8459119496856	19.66823899
1208.1918238993712	365.2672956
1508.8349056603774	649.0518868
1542.551886792453	865.4025157
1831.9559748427673	477.6572327
1899.3899371069183	744.5833333
1899.3899371069183	1073.323899
1784.1902515723273	1278.435535
1716.7562893081763	1758.902516
1410.493710691824	1503.215409
1298.1037735849056	1550.981132
1239.0990566037738	1354.298742
871.0220125786165	1295.294025
1000.2704402515724	1595.937107
944.0754716981132	1733.61478
413.03301886792457	1747.663522
	
